sensor_id,hour,lat,lon,lux_avg,lux_norm,light_risk
OC3CL200088,2,37.659767,127.032808,10.34375,0.6895833333333333,0.3104166666666667
OC3CL200088,3,37.659767,127.032808,10.3125,0.6875,0.3125
OC3CL200088,4,37.659767,127.032808,10.25,0.6833333333333333,0.31666666666666665
OC3CL200088,5,37.659767,127.032808,10.40625,0.69375,0.30625
OC3CL200088,6,37.659767,127.032808,12.59375,0.8395833333333333,0.16041666666666665
OC3CL200088,7,37.659767,127.032808,274.96875,1.0,0.0
OC3CL200088,8,37.659767,127.032808,1165.78125,1.0,0.0
OC3CL200088,9,37.659767,127.032808,2160.6969696969695,1.0,0.0
OC3CL200088,10,37.659767,127.032808,2820.2727272727275,1.0,0.0
OC3CL200088,11,37.659767,127.032808,3323.818181818182,1.0,0.0
OC3CL200088,12,37.659767,127.032808,6192.78125,1.0,0.0
OC3CL200088,13,37.659767,127.032808,5221.419354838709,1.0,0.0
OC3CL200088,14,37.659767,127.032808,4362.064516129032,1.0,0.0
OC3CL200088,15,37.659767,127.032808,4326.178571428572,1.0,0.0
OC3CL200088,16,37.659767,127.032808,7002.807692307692,1.0,0.0
OC3CL200088,17,37.659767,127.032808,5871.884615384615,1.0,0.0
OC3CL200088,18,37.659767,127.032808,3255.8333333333335,1.0,0.0
